episode,episode_reward,eps,step
0.0,0.0,0.4007499999999981,600
1.0,0.03654139116406441,0.10000000000000034,849
2.0,-0.0625,0.10000000000000073,1237
3.0,-0.0625,0.1000000000000009,1750
4.0,0.03485386073589325,0.10000000000000041,2016
5.0,0.03866642713546753,0.10000000000000024,2245
6.0,0.0,0.10000000000000098,2845
7.0,0.0,0.10000000000000098,3445
