batch_reward,critic_loss,episode,episode_reward,eps,step
0.0,0.0012426626696416907,0.0,0.10991672426462173,0.11232876712328752,73
0.0,1.1483735791607748e-05,1.0,0.10741669684648514,0.09999999999999984,158
0.0,1.1387495790739976e-05,2.0,0.11320837587118149,0.09999999999999992,215
0.0,7.207151587576127e-06,3.0,0.11316671222448349,0.09999999999999992,272
0.0,9.278272434330934e-06,4.0,0.11316671222448349,0.09999999999999992,329
0.0,1.3635850450036395e-05,5.0,0.0779995322227478,0.10000000000000023,555
0.0,5.276360060658154e-06,6.0,0.09341645985841751,0.09999999999999976,707
0.0,4.635454504704847e-06,7.0,-0.125,0.09999999999999998,756
0.0,5.155841733246809e-06,8.0,0.11320837587118149,0.09999999999999992,813
0.0,5.404262889059778e-06,9.0,-0.125,0.09999999999999994,868
-0.07017543859649122,0.0002803899110119801,10.0,0.11316671222448349,0.09999999999999992,925
-0.038461538461538464,0.00015805588915895896,11.0,0.11420837044715881,0.09999999999999995,977
0.0,7.299158066477783e-06,12.0,-0.125,0.10000000000000006,1016
-0.053691275167785234,0.0002149123948152353,13.0,-0.125,0.09999999999999976,1165
-0.04950495049504951,0.00019295568938424457,14.0,0.08295795321464539,0.10000000000000009,1367
-0.018867924528301886,7.749985009089888e-05,15.0,0.10299995541572571,0.0999999999999998,1473
-0.03508771929824561,0.0001356257457810547,16.0,0.11320837587118149,0.09999999999999992,1530
0.0,4.052252035984855e-06,17.0,-0.125,0.10000000000000005,1563
0.0,4.266514313587179e-06,18.0,0.11320837587118149,0.09999999999999992,1620
-0.03508771929824561,0.00013806406934747137,19.0,0.11316671222448349,0.09999999999999992,1677
0.0,4.037264864284121e-06,20.0,0.11316671222448349,0.09999999999999992,1734
0.0,4.174832055201605e-06,21.0,0.11316671222448349,0.09999999999999992,1791
