batch_reward,critic_loss,episode,episode_reward,eps,step
0.0,0.0012426626696416907,0.0,0.10991672426462173,0.11232876712328752,73
0.0,1.1483735791607748e-05,1.0,0.10741669684648514,0.09999999999999984,158
0.0,1.1387495790739976e-05,2.0,0.11320837587118149,0.09999999999999992,215
0.0,7.207151587576127e-06,3.0,0.11316671222448349,0.09999999999999992,272
0.0,9.278272434330934e-06,4.0,0.11316671222448349,0.09999999999999992,329
0.0,1.3416744384102355e-05,5.0,0.07733285427093506,0.10000000000000024,558
0.0,5.369757566262693e-06,6.0,0.11391670256853104,0.09999999999999995,611
0.0,4.96328926277955e-06,7.0,0.11316671222448349,0.09999999999999992,668
0.05579593595193357,0.00020640401110945706,8.0,0.10466665029525757,0.09999999999999981,766
0.03197661826485082,0.00011951081901111338,9.0,0.11320837587118149,0.09999999999999992,823
0.06395323652970164,0.00023963297077911924,10.0,0.11316671222448349,0.09999999999999992,880
0.0,7.16609806479602e-06,11.0,0.11316671222448349,0.09999999999999992,937
0.0,6.4704084337037145e-06,12.0,-0.125,0.09999999999999984,1018
-0.047619047619047616,0.0002011886855475793,13.0,0.11637502908706665,0.10000000000000002,1060
0.008110506758505468,0.00020363217405679562,14.0,0.08733302354812622,0.09999999999999994,1241
0.09592985479455245,0.00034376656739647357,15.0,0.11316671222448349,0.09999999999999992,1298
-0.041666666666666664,0.0001796841591705789,16.0,0.11504170298576355,0.09999999999999998,1346
0.0115600057442983,9.835105663071885e-05,17.0,0.0,0.10000000000000098,1946
0.0,2.1708059465371504e-06,18.0,-0.125,0.09999999999999998,1995
-0.021644211186028516,0.0001632729109431978,19.0,-0.125,0.10000000000000002,2188
-0.0031111010333947967,0.0002516927105827985,20.0,0.11320837587118149,0.09999999999999992,2245
-0.009174311926605505,3.769334773088813e-05,21.0,0.07962456345558167,0.10000000000000019,2463
-0.0010879310362178125,8.90460404948143e-05,22.0,0.09104141592979431,0.09999999999999977,2626
-0.0392156862745098,0.00019174454744919295,23.0,-0.125,0.09999999999999996,2677
0.0,1.1358071621811208e-06,24.0,0.11358337104320526,0.09999999999999994,2732
-0.024357625416346958,0.00016868071087266598,25.0,0.05354158580303192,0.10000000000000063,3075
-0.0022734969090192746,0.0001742922078676793,26.0,-0.125,0.09999999999999985,3153
0.02886551723145602,0.0003638287836955712,27.0,0.11320837587118149,0.09999999999999992,3210
0.0,1.2941595832962414e-06,28.0,0.11125005036592484,0.09999999999999988,3276
-0.04020100502512563,0.00015212557842238247,29.0,0.08349962532520294,0.10000000000000006,3475
-0.03508771929824561,0.00013033215910611724,30.0,0.11316671222448349,0.09999999999999992,3532
-0.005130114351830832,0.00015262238541357024,31.0,-0.125,0.09999999999999977,3696
0.016721717808224738,6.37163864235747e-05,32.0,-0.125,0.0999999999999998,3805
-0.03508771929824561,0.0001275541112638086,33.0,0.11316671222448349,0.09999999999999992,3862
-0.07017543859649122,0.00027384885888066693,34.0,0.11316671222448349,0.09999999999999992,3919
0.0,6.490629176251254e-07,35.0,0.10583333671092987,0.09999999999999983,4011
-0.011649227978890403,0.00018600217883388525,36.0,0.11320837587118149,0.09999999999999992,4068
0.02886551723145602,0.00037974727408340457,37.0,0.11316671222448349,0.09999999999999992,4125
-0.07017543859649122,0.000281800733409593,38.0,0.11325003951787949,0.09999999999999992,4182
-0.03508771929824561,0.0001409621477194671,39.0,0.11320837587118149,0.09999999999999992,4239
0.0,4.500912896063461e-07,40.0,0.1223749965429306,0.1,4252
0.02343849131935521,6.360245926826848e-05,41.0,0.11320837587118149,0.09999999999999992,4309
-0.024742417714812538,0.00025942495319029743,42.0,0.1067500188946724,0.09999999999999983,4397
-0.03571428571428571,0.00014411139823820664,43.0,0.11345837265253067,0.09999999999999994,4453
0.0,6.483036750634323e-07,44.0,-0.125,0.09999999999999992,4510
-0.011649227978890403,0.00020541624645562608,45.0,0.11320837587118149,0.09999999999999992,4567
0.03197661826485082,0.00011922143722351252,46.0,0.11316671222448349,0.09999999999999992,4624
0.06395323652970164,0.00023692374262031417,47.0,0.11316671222448349,0.09999999999999992,4681
-0.02127659574468085,8.670739353858499e-05,48.0,0.1054999977350235,0.09999999999999981,4775
0.0,8.226064518308292e-07,49.0,0.09154142439365387,0.09999999999999974,4936
-0.0031111010333947967,0.00026123231065907265,50.0,0.11320837587118149,0.09999999999999992,4993
0.0,7.221750198191593e-07,51.0,0.11412503570318222,0.09999999999999995,5045
0.0,7.644475554211839e-07,52.0,0.12033333629369736,0.10000000000000003,5068
-0.0392156862745098,0.00015969967029885135,53.0,0.11450003832578659,0.09999999999999996,5119
0.0,6.865814343492397e-07,54.0,0.11316671222448349,0.09999999999999992,5176
-0.2,0.0008056040180545842,55.0,0.12095833569765091,0.10000000000000002,5196
