batch_reward,critic_loss,episode,episode_reward,eps,step
0.01793841823287632,0.00023226866393223451,56.0,-0.125,0.09999999999999995,5380
-0.009304935814904386,0.0001130263441006371,57.0,-0.125,0.10000000000000053,5685
-0.021505376344086023,8.661497007952606e-05,58.0,0.10570833086967468,0.09999999999999981,5778
0.02343849131935521,6.32480222968234e-05,59.0,0.11320837587118149,0.09999999999999992,5835
0.0,3.3537143922909456e-07,60.0,-0.125,0.10000000000000005,5870
-0.07017543859649122,0.00028091252644921427,61.0,0.11320837587118149,0.09999999999999992,5927
0.0,2.737004897313472e-07,62.0,0.12025000154972076,0.10000000000000003,5950
0.0,2.774128051017867e-07,63.0,0.11316671222448349,0.09999999999999992,6007
-0.0006566016179210735,5.589166909674379e-05,64.0,-0.125,0.10000000000000041,6272
0.0,2.0926088449711875e-07,65.0,0.12137500196695328,0.10000000000000003,6290
-0.029411764705882353,0.00011793488733340375,66.0,0.11095838993787766,0.09999999999999988,6358
-0.010582010582010581,4.247429883480392e-05,67.0,0.08562466502189636,0.09999999999999999,6547
0.0,1.9951542157786212e-07,68.0,0.12274999916553497,0.09999999999999999,6558
-0.0031111010333947967,0.00025755484059328894,69.0,0.11320837587118149,0.09999999999999992,6615
0.046820527467972196,0.00017042404492706158,70.0,-0.125,0.10000000000000006,6654
0.00792906512605383,6.631378793517738e-05,71.0,0.046667084097862244,0.1000000000000007,7030
0.0,1.5087613697789043e-07,72.0,0.12266666442155838,0.09999999999999999,7041
0.0,1.679607074241798e-07,73.0,0.11316671222448349,0.09999999999999992,7098
0.011598873694064253,4.242807262826894e-05,74.0,0.026793524622917175,0.10000000000000085,7570
-0.03508771929824561,0.00014086512550263338,75.0,0.11320837587118149,0.09999999999999992,7627
0.028676771756374474,0.00010849035388939823,76.0,0.09745819866657257,0.09999999999999977,7759
0.003918599943782008,0.00010210679724364503,77.0,0.05329160392284393,0.10000000000000063,8103
0.0,3.362562916345711e-08,78.0,0.11125005036592484,0.09999999999999988,8169
0.0,3.241655423925584e-08,79.0,0.11425003409385681,0.09999999999999995,8221
0.014959046715184263,2.6136098768533867e-05,80.0,0.11320837587118149,0.09999999999999992,8278
0.0,2.842528633276262e-08,81.0,0.11316671222448349,0.09999999999999992,8335
0.0,2.947860037845741e-08,82.0,0.11316671222448349,0.09999999999999992,8392
0.032035097741244134,0.00011746898356251891,83.0,0.11316671222448349,0.09999999999999992,8449
0.03443274790780586,0.00013461494497802622,84.0,0.11316671222448349,0.09999999999999992,8506
0.0,2.2351632649031004e-08,85.0,0.11316671222448349,0.09999999999999992,8563
0.0,2.1346910582974082e-08,86.0,0.11125005036592484,0.09999999999999988,8629
0.0,2.1905582848560776e-08,87.0,0.1211666688323021,0.10000000000000003,8648
0.0,1.975495927667045e-08,88.0,0.12154166400432587,0.10000000000000002,8665
0.0,1.8283720615127053e-08,89.0,0.11320837587118149,0.09999999999999992,8722
0.0,1.7688144700301955e-08,90.0,0.11129172146320343,0.09999999999999988,8788
0.0,1.5760111789110957e-08,91.0,0.11545836180448532,0.09999999999999999,8834
0.013373251264907893,9.18179763587234e-05,92.0,0.06937438249588013,0.10000000000000041,9101
0.0005456968723569009,0.00012188673748809405,93.0,0.028543397784233093,0.10000000000000084,9564
0.13019051722117833,0.00046976239606665276,94.0,0.12212499976158142,0.1,9578
0.0,4.2227896536441565e-09,95.0,0.12154166400432587,0.10000000000000002,9595
0.0,3.865606484649425e-09,96.0,0.11745835095643997,0.10000000000000005,9631
0.0,3.692604262128983e-09,97.0,0.11316671222448349,0.09999999999999992,9688
0.014153324166933696,6.984052815934851e-05,98.0,0.0,0.10000000000000098,10288
0.03197661826485082,0.00011600830748593503,99.0,0.11316671222448349,0.09999999999999992,10345
0.09084200440791615,0.0003190209619202607,100.0,0.11316671222448349,0.09999999999999992,10402
0.03240230371212137,0.00012056227113331375,101.0,0.1130417138338089,0.09999999999999992,10460
0.03443274790780586,0.00013405312671106265,102.0,0.11316671222448349,0.09999999999999992,10517
0.021807407008277047,8.486544119050035e-05,103.0,0.10629168152809143,0.09999999999999983,10607
0.03297076518075508,0.0001230158997812849,104.0,0.11316671222448349,0.09999999999999992,10664
0.0,9.808112192379103e-10,105.0,0.12066666781902313,0.10000000000000002,10685
0.0,9.87457426599125e-10,106.0,0.11316671222448349,0.09999999999999992,10742
-0.03773584905660377,0.0001499979148031178,107.0,0.10287494957447052,0.0999999999999998,10848
0.008231793550344613,2.4757221792338236e-05,108.0,0.05724965035915375,0.10000000000000059,11173
0.019242899902796342,5.85152296718362e-05,109.0,0.07595783472061157,0.10000000000000028,11409
0.0649473834456059,0.00023918059034966704,110.0,0.11320837587118149,0.09999999999999992,11466
0.0,1.857590304992461e-10,111.0,0.12095833569765091,0.10000000000000002,11486
0.014579357639435799,4.7295073998342556e-05,112.0,0.015211030840873718,0.10000000000000091,12013
0.03297076518075508,0.00012289526014299347,113.0,0.11320837587118149,0.09999999999999992,12070
0.032035097741244134,0.00011637136403400134,114.0,0.11316671222448349,0.09999999999999992,12127
-0.010060696890859894,0.00017404327239681783,115.0,0.11125005036592484,0.09999999999999988,12193
0.016767001921130766,5.181160772600798e-05,116.0,0.10575000196695328,0.09999999999999981,12286
0.0035230554067171536,6.511810609280251e-06,117.0,0.07095775008201599,0.10000000000000038,12546
-0.03508771929824561,0.00013986739032449653,118.0,0.11320837587118149,0.09999999999999992,12603
0.0,1.308871074403358e-10,119.0,0.11129172146320343,0.09999999999999988,12669
0.0,1.5655534718036922e-10,120.0,0.11316671222448349,0.09999999999999992,12726
0.011835807591528441,4.085562098403878e-05,121.0,0.0412091463804245,0.10000000000000075,13128
0.0,7.24710445049291e-11,122.0,0.11316671222448349,0.09999999999999992,13185
-0.03508771929824561,0.0001396075540944113,123.0,0.11316671222448349,0.09999999999999992,13242
0.0,6.947643660786661e-11,124.0,0.11291670799255371,0.09999999999999992,13300
0.0,9.591381777995802e-11,125.0,0.11316671222448349,0.09999999999999992,13357
0.0,8.085535545053569e-11,126.0,0.11125005036592484,0.09999999999999988,13423
0.0,4.668467486144042e-11,127.0,0.12254166603088379,0.09999999999999999,13435
0.019642316713565734,4.858202050301311e-05,128.0,0.09087474644184113,0.09999999999999977,13599
0.0,1.7776731464896195e-10,129.0,0.12270833551883698,0.09999999999999999,13610
